Project_Name,File_Path,Function_method,Primary_Failure_Line,Affected_lines,Tool,Language,Total_File_LOC,Affected_LOC,tool_version,Code Snippet,Tests,Final Classification Category,
moment,src/lib/moment/get-set.js,stringGet(units: string | Object),51,"52, 54",Syntest,JavaScript,37,2,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/get-set.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-moment-9-7/tests/test-stringGet.spec.ts,Interprocedural transformation challenge,
moment,src/lib/moment/get-set.js,"stringSet(units: string | Object, value: any)",57,"63, 68",Syntest,JavaScript,37,2,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/get-set.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-moment-9-7/tests/test-stringSet.spec.ts,Interprocedural transformation challenge,
moment,src/lib/moment/locale.js,locale(key?: string),12,"13-15, 17",Syntest,JavaScript,15,2,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/locale.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-moment-9-7/tests/test-locale.spec.ts,Object Creation Challange,
moment,src/lib/moment/locale.js,lang(key?: string),21,"24-25, 27",Syntest,JavaScript,15,4,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/locale.js.html,,Practically Unreachable Code,
moment,src/lib/moment/min-max.js,prototypeMin(),6,"9-11, 13",Syntest,JavaScript,28,3,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/min-max.js.html,", https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-moment-9-7/tests/test-min.spec.ts",Challange Handling Advanced Language Concepts,
moment,src/lib/moment/min-max.js,prototypeMax(),17,"20-22, 24",Syntest,JavaScript,28,4,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/min-max.js.html,", https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-moment-9-7/tests/test-min.spec.ts",Challange Handling Advanced Language Concepts,
moment,src/lib/moment/min-max.js,"pickBy(fn: Function, moments: Array)",36,"37, 42-46, 48",Syntest,JavaScript,28,4,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/min-max.js.html,", https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-moment-9-7/tests/test-min.spec.ts",Object Population Challenge,
moment,src/lib/moment/start-end-of.js,"mod(dividend: number, divisor: number)",10,11,Syntest,JavaScript,73,7,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/start-end-of.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-moment-9-7/tests/test-startOf.spec.ts,Object Creation Challange,
moment,src/lib/moment/start-end-of.js,"localStartOfDate(y: number, m: number, d: number)",14,"16-18, 20",Syntest,JavaScript,73,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/start-end-of.js.html,,Object Creation Challange,
moment,src/lib/moment/start-end-of.js,"utcStartOfDate(y: number, m: number, d: number)",24,"26-28, 30",Syntest,JavaScript,73,3,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/start-end-of.js.html,,Object Creation Challange,
moment,src/lib/moment/start-end-of.js,startOf(units?: string),37,"41, 43, 45-46, 48-53, 55-56, 58-63, 65-70, 73-74, 76-81, 83-85, 87-89, 92-94",Syntest,JavaScript,73,3,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/start-end-of.js.html,,Object Creation Challange,
moment,src/lib/moment/start-end-of.js,endOf(units?: string),100,"104, 106, 108-109, 111-117, 119-120, 122-128, 130-136, 139-140, 142-150, 152-154, 156-158, 161-163",Syntest,JavaScript,73,29,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/start-end-of.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-moment-9-7/tests/test-endOf.spec.ts,Object Creation Challange,
moment,src/lib/moment/to.js,"to(time: MomentInput, withoutSuffix?: boolean)",6,"10, 14",Syntest,JavaScript,9,32,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/moment/src/lib/moment/to.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-moment-9-7/tests/test-to.spec.ts,Sequence Generation Challenge,
commanderjs,lib/help.js,Help.prototype.visibleCommands(cmd: Command): Command[],30,32-37,Syntest,JavaScript,119,5,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Object Creation Challange,
commanderjs,lib/help.js,Help.prototype.visibleCommands(cmd: Command): Command[],40,40-42,Syntest,JavaScript,119,5,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Object Creation Challange,
commanderjs,lib/help.js,Help.prototype.visibleOptions(cmd: Command): Option[],63,63,Syntest,JavaScript,119,2,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Object Creation Challange,
commanderjs,lib/help.js,Help.prototype.visibleOptions(cmd: Command): Option[],65,65,Syntest,JavaScript,119,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Object Creation Challange,
commanderjs,lib/help.js,Help.prototype.visibleOptions(cmd: Command): Option[],72,72-77,Syntest,JavaScript,119,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Object Creation Challange,
commanderjs,lib/help.js,Help.prototype.visibleArguments(cmd: Command): Argument[],94,94,Syntest,JavaScript,119,4,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Object Creation Challange,
commanderjs,lib/help.js,Help.prototype.visibleArguments(cmd: Command): Argument[],100,100-102,Syntest,JavaScript,119,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Object Creation Challange,
commanderjs,lib/help.js,Help.prototype.subcommandTerm(cmd: Command): string,115,115,Syntest,JavaScript,119,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Object Creation Challange,
commanderjs,lib/help.js,Help.prototype.argumentTerm(argument: Argument): string,140,140,Syntest,JavaScript,119,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Unexercised Function,
commanderjs,lib/help.js,"Help.prototype.longestSubcommandTermLength(cmd: Command, helper: Help): number",153,153,Syntest,JavaScript,119,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Object Creation Challange,
commanderjs,lib/help.js,"Help.prototype.longestArgumentTermLength(cmd: Command, helper: Help): number",181,181,Syntest,JavaScript,119,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Object Creation Challange,
commanderjs,lib/help.js,Help.prototype.optionDescription(option: Option): string,243,243,Syntest,JavaScript,119,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Object Creation Challange,
commanderjs,lib/help.js,"Help.prototype.formatHelp(cmd: Command, helper: Help): string",295,"295-303, 306, 310, 313-315, 319-323, 327-331, 335-339, 342",Syntest,JavaScript,119,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Interprocedural transformation challenge,
commanderjs,lib/help.js,"Help.prototype.wrap(str: string, width: number, indent: number, minColumnWidth?: number): string",385,385-392,Syntest,JavaScript,119,27,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/help.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Help.spec.ts,Object Creation Challange,
commanderjs,lib/option.js,Option.prototype.choices(values: string[]): Option,122,122-128,Syntest,JavaScript,57,7,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/option.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Option.spec.ts,Sequence Generation Challenge,
commanderjs,lib/option.js,Option.prototype.name(): string,143,143,Syntest,JavaScript,57,5,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/option.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Option.spec.ts,Sequence Generation Challenge,
commanderjs,lib/option.js,camelcase(str: string): string,181,181,Syntest,JavaScript,57,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/option.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Option.spec.ts,Unexercised Function,
commanderjs,lib/option.js,splitOptionFlags(flags: string): { shortFlag: string | undefined; longFlag: string | undefined },201,201-202,Syntest,JavaScript,57,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/option.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-Option.spec.ts,String Constraint Satisfaction Challenge,
commanderjs,lib/suggestSimilar.js,"editDistance(a: string, b: string): number",39,39,Syntest,JavaScript,46,2,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/suggestSimilar.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-suggestSimilar.spec.ts,Interprocedural transformation challenge,
commanderjs,lib/suggestSimilar.js,"suggestSimilar(word: string, candidates: string[]): string",76,76-81,Syntest,JavaScript,46,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/suggestSimilar.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-suggestSimilar.spec.ts,Interprocedural transformation challenge,
commanderjs,lib/suggestSimilar.js,"suggestSimilar(word: string, candidates: string[]): string",92,92,Syntest,JavaScript,46,4,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/suggestSimilar.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-suggestSimilar.spec.ts,Interprocedural transformation challenge,
commanderjs,lib/suggestSimilar.js,"suggestSimilar(word: string, candidates: string[]): string",95,95,Syntest,JavaScript,46,1,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/suggestSimilar.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-suggestSimilar.spec.ts,Interprocedural transformation challenge,
commanderjs,lib/suggestSimilar.js,,,,Syntest,JavaScript,,,0.1.2,https://killb0x.github.io/final_coverage/javascript/coverage/lcov-report/syntest-javascript/benchmark/top10npm/commanderjs/lib/suggestSimilar.js.html,https://github.com/killB0x/final_coverage/blob/master/javascript/tests/new11-60-false-roulette-commanderjs-6-9/tests/test-suggestSimilar.spec.ts,Interprocedural transformation challenge,
pdir2,pdir/_internal_utils.py,"get_attr_from_dict(inspected_obj: Any, attr_name: str) -> Any",11,"11-12, 14-17, 21",Pynguin,Python,28,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d__internal_utils_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir__internal_utils.py,-,
pdir2,pdir/_internal_utils.py,"is_slotted_attr(child_obj: Any, attr_name: str) -> bool",25,25,Pynguin,Python,28,7,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d__internal_utils_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir__internal_utils.py,-,
pdir2,pdir/_internal_utils.py,_get_repl_type() -> ReplType,32,"33, 35, 38",Pynguin,Python,28,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d__internal_utils_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir__internal_utils.py,External Dependency Challenge,
pdir2,pdir/_internal_utils.py,is_ptpython() -> bool,48,48,Pynguin,Python,28,3,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d__internal_utils_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir__internal_utils.py,-,
pdir2,pdir/attr_category.py,AttrCategory.__str__(self) -> str,48,52,Pynguin,Python,71,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_attr_category_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_attr_category.py,-,
pdir2,pdir/attr_category.py,_always_true(obj: type) -> bool,55,56,Pynguin,Python,71,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_attr_category_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_attr_category.py,-,
pdir2,pdir/attr_category.py,"category_match(pattr_category: Union[Tuple[AttrCategory, ...], AttrCategory], target_category: AttrCategory) -> bool",63,63-65,Pynguin,Python,71,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_attr_category_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_attr_category.py,-,
pdir2,pdir/attr_category.py,"attr_category_postprocess.<locals>.wrapped(name: str, attr: Any, obj: Any) -> Tuple[AttrCategory, ...]",229,"229-231, 234-235",Pynguin,Python,71,3,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_attr_category_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_attr_category.py,-,
pdir2,pdir/attr_category.py,"get_attr_category(name: str, attr: Any, obj: Any) -> Union[Tuple[AttrCategory, ...], AttrCategory]",244,"244-249, 251, 253-254, 256-257, 259-264, 265, 273-279, 280-282, 286",Pynguin,Python,71,5,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_attr_category_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_attr_category.py,-,
pdir2,pdir/color.py,"_Color.wrap_text(self, text: str) -> str",10,13-17,Pynguin,Python,17,23,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_color_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_color.py,External Dependency Challenge,
pdir2,pdir/color.py,"_Color.__eq__(self, other: '_Color') -> bool",19,20,Pynguin,Python,17,5,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_color_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_color.py,-,
pdir2,pdir/color.py,_Color.__repr__(self),22,23,Pynguin,Python,17,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_color_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_color.py,-,
pdir2,pdir/configuration.py,Configuration._load(self),66,"71, 73-77, 79-81, 83-88",Pynguin,Python,66,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_configuration_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_configuration.py,External Dependency Challenge,
pdir2,pdir/configuration.py,Module Level,94,95-97,Pynguin,Python,66,14,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_configuration_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_configuration.py,Path Unreachable via Public API,
pdir2,pdir/format.py,format_pattrs(pattrs: List['api.PrettyAttribute']) -> str,16,"16-22, 23-26, 28",Pynguin,Python,36,3,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_format_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_format.py,-,
pdir2,pdir/format.py,"_format_single_line(category: AttrCategory, pattrs: Iterable) -> str",31,32-37,Pynguin,Python,36,11,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_format_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_format.py,-,
pdir2,pdir/format.py,"_format_multiline_with_doc(category: AttrCategory, pattrs: Iterable) -> str",40,41-50,Pynguin,Python,36,6,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_format_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_format.py,-,
pdir2,pdir/format.py,"_format_descriptor(category: AttrCategory, attrs: Iterable) -> str",53,54,Pynguin,Python,36,10,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/pdir2_html/z_4a13e86f10d6f63d_format_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/pdir2/14/test_pdir_format.py,-,
mimesis,mimesis/builtins/pl.py,"PolandSpecProvider.pesel(self, birth_date: DateTime = None, gender: Gender = None) -> str",59,60,Pynguin,Python,60,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/mimesis_html/z_d1d10896e1d69368_pl_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/mimesis/12/test_mimesis_builtins_pl.py,-,
mimesis,mimesis/builtins/pl.py,"PolandSpecProvider.pesel(self, birth_date: DateTime = None, gender: Gender = None) -> str",63,64,Pynguin,Python,60,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/mimesis_html/z_d1d10896e1d69368_pl_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/mimesis/12/test_mimesis_builtins_pl.py,-,
mimesis,mimesis/builtins/pt_br.py,"BrazilSpecProvider.cpf(self, with_mask: bool = True) -> str::get_verifying_digit_cpf(cpf, peso)",43,44,Pynguin,Python,48,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/mimesis_html/z_d1d10896e1d69368_pt_br_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/mimesis/12/test_mimesis_builtins_pt_br.py,Relational Input Generation Challange,
mimesis,mimesis/decorators.py,"romanize(locale: str = '') -> Callable::romanize_deco(func)::wrapper(*args, **kwargs)",28,27-45,Pynguin,Python,21,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/mimesis_html/z_0e37be0dcdc2601d_decorators_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/mimesis/12/test_mimesis_decorators.py,Sequence Generation Challenge,
mimesis,mimesis/providers/development.py,"Development.version(self, calver: bool = False, pre_release: bool = False) -> str",47,48,Pynguin,Python,31,19,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/mimesis_html/z_d1d013242d06f351_development_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/mimesis/12/test_mimesis_providers_development.py,Practically Unreachable Code,
sanic,sanic/base.py,BaseSanic.__str__(self) -> str,25,25,Pynguin,Python,20,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_base_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_base.py,Unexercised Function,
sanic,sanic/base.py,"BaseSanic.__setattr__(self, name: str, value: Any) -> None",34,"35, 41",Pynguin,Python,20,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_base_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_base.py,Unexercised Function,
sanic,sanic/config.py,"Config.update_config(self, config: Union[bytes, str, dict, Any])",146,155,Pynguin,Python,51,2,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_config_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_config.py,Object Creation Challange,
sanic,sanic/cookies.py,"CookieJar.__setitem__(self, key, value)",59,64,Pynguin,Python,77,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_cookies_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_cookies.py,Object Creation Challange,
sanic,sanic/cookies.py,"CookieJar.__setitem__(self, key, value)",59,66,Pynguin,Python,77,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_cookies_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_cookies.py,Sequence Generation Challenge,
sanic,sanic/cookies.py,"CookieJar.__delitem__(self, key)",69,71,Pynguin,Python,77,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_cookies_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_cookies.py,Object Creation Challange,
sanic,sanic/cookies.py,"CookieJar.__delitem__(self, key)",69,73-80,Pynguin,Python,77,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_cookies_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_cookies.py,Sequence Generation Challenge,
sanic,sanic/cookies.py,"Cookie.__setitem__(self, key, value)",109,"113-114, 116-119",Pynguin,Python,77,9,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_cookies_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_cookies.py,String Constraint Satisfaction Challenge,
sanic,sanic/cookies.py,Cookie.__str__(self),140,"143-145, 147-150, 152",Pynguin,Python,77,6,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_cookies_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_cookies.py,Sequence Generation Challenge,
sanic,sanic/handlers.py,"ErrorHandler.lookup(self, exception)",66,68-69,Pynguin,Python,88,7,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_handlers_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_handlers.py,Interprocedural transformation challenge,
sanic,sanic/handlers.py,"ErrorHandler.response(self, request, exception)",91,92,Pynguin,Python,88,2,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_handlers_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_handlers.py,Sequence Generation Challenge,
sanic,sanic/handlers.py,"ErrorHandler.response(self, request, exception)",106,106-109,Pynguin,Python,88,1,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_handlers_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_handlers.py,Object Creation Challange,
sanic,sanic/handlers.py,"ContentRangeHandler.__init__(self, request, stats)",166,167-210,Pynguin,Python,88,3,0.25.2,https://killb0x.github.io/final_coverage/python/pynguin/coverage/sanic_html/z_abcded29e32eae71_handlers_py.html,https://github.com/killB0x/final_coverage/blob/master/python/pynguin/tests/sanic/0/test_sanic_handlers.py,Unexercised Function,
